month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2018-06,CHOA CHU KANG,EXECUTIVE,530,CHOA CHU KANG ST 51,01 TO 03,142,Apartment,1995,75 years 11 months,400000
2018-06,CHOA CHU KANG,EXECUTIVE,271,CHOA CHU KANG AVE 2,04 TO 06,147,Apartment,1993,74 years 02 months,465000
2018-06,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,04 TO 06,140,Apartment,1998,78 years 11 months,505000
2018-06,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,04 TO 06,142,Apartment,1989,70 years 02 months,508000
2018-06,CHOA CHU KANG,EXECUTIVE,453,CHOA CHU KANG AVE 4,10 TO 12,142,Premium Apartment,2000,80 years 09 months,510000
2018-06,CHOA CHU KANG,EXECUTIVE,297A,CHOA CHU KANG AVE 2,07 TO 09,141,Premium Apartment,1999,80 years 02 months,520000
2018-06,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,10 TO 12,142,Apartment,1998,78 years 11 months,520000
2018-06,CHOA CHU KANG,EXECUTIVE,436,CHOA CHU KANG AVE 4,10 TO 12,144,Apartment,1993,74 years,542500
2018-06,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,07 TO 09,144,Apartment,1992,73 years 01 month,550000
2018-06,CHOA CHU KANG,EXECUTIVE,753,CHOA CHU KANG NTH 5,10 TO 12,146,Apartment,1995,76 years 03 months,567000
2018-06,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,10 TO 12,145,Maisonette,1998,78 years 11 months,570000
2018-06,CHOA CHU KANG,EXECUTIVE,350,CHOA CHU KANG CTRL,01 TO 03,148,Maisonette,1993,74 years,578000
2018-06,CHOA CHU KANG,EXECUTIVE,559,CHOA CHU KANG NTH 6,10 TO 12,149,Apartment,1996,76 years 08 months,595000
2018-07,CHOA CHU KANG,3 ROOM,16,TECK WHYE LANE,04 TO 06,67,New Generation,1979,59 years 10 months,252000
2018-07,CHOA CHU KANG,3 ROOM,10,TECK WHYE AVE,07 TO 09,67,New Generation,1978,58 years 10 months,253888
2018-07,CHOA CHU KANG,3 ROOM,2,TECK WHYE AVE,10 TO 12,74,Model A,1984,65 years 04 months,260000
2018-07,CHOA CHU KANG,3 ROOM,115,TECK WHYE LANE,01 TO 03,73,Model A,1989,69 years 11 months,260000
2018-07,CHOA CHU KANG,3 ROOM,16,TECK WHYE LANE,04 TO 06,67,New Generation,1979,59 years 08 months,262000
2018-07,CHOA CHU KANG,3 ROOM,3,TECK WHYE AVE,10 TO 12,74,Model A,1984,65 years 02 months,273000
2018-07,CHOA CHU KANG,3 ROOM,115,TECK WHYE LANE,10 TO 12,73,Model A,1989,69 years 11 months,275000
2018-07,CHOA CHU KANG,4 ROOM,8,TECK WHYE AVE,07 TO 09,92,New Generation,1978,58 years 10 months,285000
2018-07,CHOA CHU KANG,4 ROOM,8,TECK WHYE AVE,07 TO 09,92,New Generation,1978,58 years 10 months,285000
2018-07,CHOA CHU KANG,4 ROOM,689B,CHOA CHU KANG DR,01 TO 03,90,Model A,2002,82 years 09 months,306000
2018-07,CHOA CHU KANG,4 ROOM,685A,CHOA CHU KANG CRES,01 TO 03,91,Model A,2002,83 years 02 months,310000
2018-07,CHOA CHU KANG,4 ROOM,142,TECK WHYE LANE,07 TO 09,108,Model A,1989,70 years 01 month,310000
2018-07,CHOA CHU KANG,4 ROOM,121,TECK WHYE LANE,04 TO 06,106,Model A,1989,70 years,315000
2018-07,CHOA CHU KANG,4 ROOM,276,CHOA CHU KANG AVE 2,07 TO 09,104,Model A,1993,73 years 11 months,316000
2018-07,CHOA CHU KANG,4 ROOM,692B,CHOA CHU KANG CRES,16 TO 18,90,Model A,2003,83 years 07 months,316888
2018-07,CHOA CHU KANG,4 ROOM,691B,CHOA CHU KANG CRES,07 TO 09,91,Model A,2003,83 years 11 months,317000
2018-07,CHOA CHU KANG,4 ROOM,249,CHOA CHU KANG AVE 2,13 TO 15,104,Model A,1993,73 years 11 months,318000
2018-07,CHOA CHU KANG,4 ROOM,660,CHOA CHU KANG CRES,01 TO 03,104,Premium Apartment,1999,79 years 10 months,318000
2018-07,CHOA CHU KANG,4 ROOM,684B,CHOA CHU KANG CRES,10 TO 12,90,Model A,2002,83 years 03 months,318000
